0;-24.4729364497409;x;{'d0': {'_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 1.4513060446144521};-48.9458728994819;0.0
4967;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4968;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4969;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4970;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4971;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4972;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4973;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4974;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4975;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4976;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4977;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4978;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4979;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4980;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4981;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4982;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4983;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4984;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4985;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4986;-24.9662902488064;abs(((y * _a4_) + _a2_));{'d0': {'_a2_': 0.01170790168791358, '_a4_': 1.2392911294209028, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.690948103306884};-85.2864497693547;17.676934635870982
4987;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4988;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4989;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4990;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4991;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4992;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4993;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4994;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4995;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4996;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4997;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4998;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
4999;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5000;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5001;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5002;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5003;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5004;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5005;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5006;-15.2648967938452;(pow2(-(y)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6358380496552148};-90.2736992805931;29.871952846451396
5007;-15.2648967938451;(pow2(-(x)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.635838049655215};-90.2736992805931;29.871952846451396
5008;-15.2648967938451;(pow2(-(x)) + ((x + _a2_) + (y * _a5_)));{'d0': {'_a2_': -0.0774066800096088, '_a5_': 0.9767911259103901, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.635838049655215};-90.2736992805931;29.871952846451396
5009;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5010;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5011;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5012;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5013;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5014;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5015;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5016;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5017;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5018;-15.6133109514120;(pow2(-(x)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.598872809169763, '_a5_': 0.5767757485267171, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914059};-88.7385762032928;28.755977150234397
5019;-15.6133109514121;(pow2(-(y)) + ((x + _a2_) * (y * _a5_)));{'d0': {'_a2_': 2.59887358708197, '_a5_': 0.5767756066482345, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6523161105914047};-88.7385762032930;28.755977150234397
5020;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5021;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5022;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5023;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5024;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5025;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5026;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5027;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5028;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5029;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5030;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5031;-14.3337002031453;(pow2(-(y)) + ((x + _a2_) * (_a7_ * _a5_)));{'d0': {'_a2_': -0.03915774140775173, '_a5_': 0.9689640823509773, '_a7_': 2.040103984297937, '_a0_': 1.0, '_a1_': 1.0, '_a3_': 1.0, '_a4_': 1.0, '_a6_': 1.0}};{'d0': 0.635838049778267};-86.1793547067593;28.755977150234397
5032;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5033;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5034;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5035;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5036;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5037;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5038;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5039;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5040;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5041;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
5042;1.13187860634139;(_a3_ * -(((pow2(_a3_) * x) * (y ** ((sqrt(x) ** _a4_) * x)))));{'d0': {'_a3_': -1.105010580507445, '_a4_': 5.449520177573838, '_a0_': 1.0, '_a1_': 1.0, '_a2_': 1.0, '_a5_': 1.0, '_a6_': 1.0, '_a7_': 1.0}};{'d0': 0.6543438140731451};-88.5523574262900;45.40805731948641
